last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,in_office
Dickinson,Lester,Jesse,,,,1873-10-29,M,sen,IA,,2,Republican,,,,,,,,,,D000323,,,,,,403443,,,,2575,Lester J. Dickinson,False
Dominick,Frederick,Haskell,,,,1877-02-20,M,rep,SC,3,,Democrat,,,,,,,,,,D000408,,,,,,403521,,,,2651,Frederick H. Dominick,False
Douglas,Lewis,Williams,,,,1894-07-02,M,rep,AZ,0,,Democrat,,,,,,,,,,D000455,,,,,,403565,,,,2690,Lewis Williams Douglas,False
Drane,Herbert,Jackson,,,,1863-06-20,M,rep,FL,1,,Democrat,,,,,,,,,,D000486,,,,,,403594,,,,2717,Herbert J. Drane,False
Dyer,Leonidas,Carstarphen,,,,1871-06-11,M,rep,MO,12,,Republican,,,,,,,,,,D000591,,,,,,403694,,,,2807,Leonidas C. Dyer,False
Dávila,Félix,Córdova,,,,1878-11-20,M,rep,PR,0,,Unionist,,,,,,,,,,D000090,,,,,,403227,,,,,Félix Córdova Dávila,False
Eaton,William,Robb,,,,1877-12-17,M,rep,CO,1,,Republican,,,,,,,,,,E000027,,,,,,403722,,,,2831,William R. Eaton,False
Edwards,Charles,Gordon,,,,1878-07-02,M,rep,GA,1,,Democrat,,,,,,,,,,E000062,,,,,,403757,,,,2861,Charles Gordon Edwards,False
Erk,Edmund,Frederick,,,,1872-04-17,M,rep,PA,32,,Republican,,,,,,,,,,E000203,,,,,,403890,,,,2981,Edmund Frederick Erk,False
Eslick,Edward,Everett,,,,1872-04-19,M,rep,TN,7,,Democrat,,,,,,,,,,E000216,,,,,,403902,,,,2989,Edward Everett Eslick,False
Eslick,Willa,McCord Blake,,,,1878-09-08,F,rep,TN,7,,Democrat,,,,,,,,,,E000217,,,,,,403903,,,,2990,Willa McCord Blake Eslick,False
Estep,Harry,Allison,,,,1884-02-01,M,rep,PA,35,,Republican,,,,,,,,,,E000221,,,,,,403907,,,,2993,Harry Allison Estep,False
Evans,John,Morgan,,,,1863-01-07,M,rep,MT,1,,Democrat,,,,,,,,,,E000247,,,,,,403930,,,,3013,John M. Evans,False
Finley,Charles,,,,,1865-03-26,M,rep,KY,11,,Republican,,,,,,,,,,F000130,,,,,,404085,,,,3152,Charles Finley (politician),False
Fishburne,John,Wood,,,,1868-03-08,M,rep,VA,7,,Democrat,,,,,,,,,,F000143,,,,,,404098,,,,3163,John W. Fishburne,False
Flood,Joel,West,,,,1894-08-02,M,rep,VA,10,,Democrat,,,,,,,,,,F000211,,,,,,404166,,,,3226,Joel West Flood,False
Free,Arthur,Monroe,,,,1879-01-15,M,rep,CA,8,,Republican,,,,,,,,,,F000359,,,,,,404306,,,,3352,Arthur M. Free,False
Freeman,Richard,Patrick,,,,1869-04-24,M,rep,CT,2,,Republican,,,,,,,,,,F000366,,,,,,404312,,,,3359,Richard P. Freeman,False
French,Burton,Lee,,,,1875-08-01,M,rep,ID,1,,Republican,,,,,,,,,,F000375,,,,,,404320,,,,3367,Burton L. French,False
Fulbright,James,Franklin,,,,1877-01-24,M,rep,MO,14,,Democrat,,,,,,,,,,F000400,,,,,,404342,,,,3387,James F. Fulbright,False
Garber,Milton,Cline,,,,1867-11-30,M,rep,OK,8,,Republican,,,,,,,,,,G000046,,,,,,404421,,,,3458,Milton C. Garber,False
Garrett,Daniel,Edward,,,,1869-04-28,M,rep,TX,8,,Democrat,,,,,,,,,,G000081,,,,,,404453,,,,3489,Daniel E. Garrett,False
Gilbert,Ralph,Waldo Emerson,,,,1882-01-17,M,rep,KY,8,,Democrat,,,,,,,,,,G000177,,,,,,404543,,,,3577,Ralph Waldo Emerson Gilbert,False
Gillen,Courtland,Craig,,,,1880-07-03,M,rep,IN,5,,Democrat,,,,,,,,,,G000193,,,,,,404558,,,,3591,Courtland C. Gillen,False
Golder,Benjamin,Martin,,,,1891-12-23,M,rep,PA,4,,Republican,,,,,,,,,,G000259,,,,,,404621,,,,3650,Benjamin M. Golder,False
Goodwin,Godfrey,Gummer,,,,1873-01-11,M,rep,MN,10,,Republican,,,,,,,,,,G000299,,,,,,404658,,,,3684,Godfrey G. Goodwin,False
Gore,Thomas,Pryor,,,,1870-12-10,M,sen,OK,,2,Democrat,,,,,,,,,,G000323,,,,,,404681,,,,3706,Thomas Gore,False
Graham,George,Scott,,,,1850-09-13,M,rep,PA,2,,Republican,,,,,,,,,,G000354,,,,,,404709,,,,3732,George Scott Graham,False
Granata,Peter,Charles,,,,1898-10-28,M,rep,IL,8,,Republican,,,,,,,,,,G000370,,,,,,404722,,,,3745,Peter C. Granata,False
Hadley,Lindley,Hoag,,,,1861-06-19,M,rep,WA,2,,Republican,,,,,,,,,,H000008,,,,,,404893,,,,3898,Lindley H. Hadley,False
Hale,Fletcher,,,,,1883-01-22,M,rep,NH,-1,,Republican,,,,,,,,,,H000030,,,,,,404915,,,,3918,Fletcher Hale,False
Hall,Homer,William,,,,1870-07-22,M,rep,IL,17,,Republican,,,,,,,,,,H000053,,,,,,404938,,,,3940,Homer W. Hall,False
Hall,Robert,Samuel,,,,1879-03-10,M,rep,MS,6,,Democrat,,,,,,,,,,H000069,,,,,,404953,,,,3954,Robert S. Hall,False
Hall,Thomas,,,,,1869-06-06,M,rep,ND,2,,Republican,,,,,,,,,,H000071,,,,,,404955,,,,3955,Thomas Hall (North Dakota politician),False
Hardy,Guy,Urban,,,,1872-04-04,M,rep,CO,3,,Republican,,,,,,,,,,H000195,,,,,,405076,,,,4062,Guy U. Hardy,False
Harris,William,Julius,,,,1868-02-03,M,sen,GA,,2,Democrat,,,,,,,,,,H000259,,,,,,405136,,,,4120,William J. Harris,False
Hastings,Daniel,Oren,,,,1874-03-05,M,sen,DE,,2,Republican,,,,,,,,,,H000325,,,,,,405196,,,,4177,Daniel O. Hastings,False
Haugen,Gilbert,Nelson,,,,1859-04-21,M,rep,IA,4,,Republican,,,,,,,,,,H000350,,,,,,405219,,,,4195,Gilbert N. Haugen,False
Hawley,Willis,Chatman,,,,1864-05-05,M,rep,OR,1,,Republican,,,,,,,,,,H000379,,,,,,405247,,,,4222,Willis C. Hawley,False
Hoch,Homer,,,,,1879-07-04,M,rep,KS,4,,Republican,,,,,,,,,,H000669,,,,,,405523,,,,4476,Homer Hoch,False
Hogg,David,,,,,1886-08-21,M,rep,IN,12,,Republican,,,,,,,,,,H000702,,,,,,405555,,,,4505,David Hogg,False
Hogg,Robert,Lynn,,,,1893-12-30,M,rep,WV,4,,Republican,,,,,,,,,,H000704,,,,,,405557,,,,4507,Robert Lynn Hogg,False
Holaday,William,Perry,,,,1882-12-14,M,rep,IL,18,,Republican,,,,,,,,,,H000708,,,,,,405561,,,,4510,William P. Holaday,False
Hopkins,David,William,,,,1897-10-31,M,rep,MO,4,,Republican,,,,,,,,,,H000772,,,,,,405622,,,,4566,David W. Hopkins,False
Horr,Ralph,Ashley,,,,1884-08-12,M,rep,WA,1,,Republican,,,,,,,,,,H000793,,,,,,405642,,,,4584,Ralph Horr,False
Houston,Robert,Griffith,,,,1867-10-13,M,rep,DE,0,,Republican,,,,,,,,,,H000826,,,,,,405673,,,,4614,Robert G. Houston,False
Houston,Victor,Stewart Kaleoaloha,,,,1876-07-22,M,rep,HI,-1,,Republican,,,,,,,,,,H000828,,,,,,405675,,,,,Victor S. K. Houston,False
Hull,Cordell,,,,,1871-10-02,M,sen,TN,,2,Democrat,,,,,,,,,,H000940,,,,,,405785,,,,4717,Cordell Hull,False
Hull,Morton,Denison,,,,1867-01-13,M,rep,IL,2,,Republican,,,,,,,,,,H000944,,,,,,405789,,,,4721,Morton D. Hull,False
Hull,William,Edgar,,,,1866-01-13,M,rep,IL,16,,Republican,,,,,,,,,,H000946,,,,,,405791,,,,4723,William E. Hull,False
Igoe,James,Thomas,,,,1883-10-23,M,rep,IL,6,,Democrat,,,,,,,,,,I000003,,,,,,405865,,,,4792,James T. Igoe,False
Johnson,Albert,,,,,1869-03-05,M,rep,WA,3,,Republican,,,,,,,,,,J000114,,,,,,406015,,,,4939,Albert Johnson (congressman),False
Johnson,Robert,Davis,,,,1883-08-12,M,rep,MO,7,,Democrat,,,,,,,,,,J000171,,,,,,406068,,,,4989,Robert Davis Johnson,False
Johnson,Royal,Cleaves,,,,1882-10-03,M,rep,SD,2,,Republican,,,,,,,,,,J000173,,,,,,406070,,,,4991,Royal C. Johnson,False
Johnson,William,Richard,,,,1875-05-15,M,rep,IL,13,,Republican,,,,,,,,,,J000181,,,,,,406076,,,,4997,William Richard Johnson,False
Kading,Charles,August,,,,1874-01-14,M,rep,WI,2,,Republican,,,,,,,,,,K000001,,,,,,406175,,,,5088,Charles A. Kading,False
Karch,Charles,Adam,,,,1875-03-17,M,rep,IL,22,,Democrat,,,,,,,,,,K000010,,,,,,406182,,,,5095,Charles A. Karch,False
Kendall,Samuel,Austin,,,,1859-11-01,M,rep,PA,24,,Republican,,,,,,,,,,K000097,,,,,,406265,,,,5171,Samuel Austin Kendall,False
Ketcham,John,Clark,,,,1873-01-01,M,rep,MI,4,,Republican,,,,,,,,,,K000151,,,,,,406315,,,,5218,John C. Ketcham,False
Keyes,Henry,Wilder,,,,1863-05-23,M,sen,NH,,2,Republican,,,,,,,,,,K000161,,,,,,406325,,,,5227,Henry W. Keyes,False
Kopp,William,Frederick,,,,1869-06-20,M,rep,IA,1,,Republican,,,,,,,,,,K000314,,,,,,406468,,,,5358,William F. Kopp,False
Kunz,Stanley,Henry,,,,1864-09-26,M,rep,IL,8,,Democrat,,,,,,,,,,K000342,,,,,,406495,,,,5378,Stanley H. Kunz,False
La Guardia,Fiorello,Henry,,,,1882-12-11,M,rep,NY,20,,Republican,,,,,,,,,,L000007,,,,,,406517,,,,5406,Fiorello H. La Guardia,False
Lankford,Menalcus,,,,,1883-03-14,M,rep,VA,2,,Republican,,,,,,,,,,L000080,,,,,,406589,,,,5462,Menalcus Lankford,False
Lankford,William,Chester,,,,1877-12-07,M,rep,GA,11,,Democrat,,,,,,,,,,L000082,,,,,,406591,,,,5464,William Chester Lankford,False
Larsen,William,Washington,,,,1871-08-12,M,rep,GA,12,,Democrat,,,,,,,,,,L000103,,,,,,406610,,,,5482,William Washington Larsen,False
Leavitt,Scott,,,,,1879-06-16,M,rep,MT,2,,Republican,,,,,,,,,,L000184,,,,,,406686,,,,5548,Scott Leavitt,False
Leech,James,Russell,,,,1888-11-19,M,rep,PA,20,,Republican,,,,,,,,,,L000209,,,,,,406712,,,,5573,James Russell Leech,False
Lichtenwalner,Norton,Lewis,,,,1889-06-01,M,rep,PA,14,,Democrat,,,,,,,,,,L000300,,,,,,406795,,,,5655,Norton Lewis Lichtenwalner,False
Linthicum,John,Charles,,,,1867-11-26,M,rep,MD,4,,Democrat,,,,,,,,,,L000340,,,,,,406833,,,,5691,John Charles Linthicum,False
Longworth,Nicholas,,,,,1869-11-05,M,rep,OH,1,,Republican,,,,,,,,,,L000433,,,,,,406924,,,,5770,Nicholas Longworth,False
Loofbourow,Frederick,Charles,,,,1874-02-08,M,rep,UT,2,,Republican,,,,,,,,,,L000435,,,,,,406926,,,,5772,Frederick C. Loofbourow,False
Lovette,Oscar,Byrd,,,,1871-12-20,M,rep,TN,1,,Republican,,,,,,,,,,L000467,,,,,,406956,,,,5802,Oscar Lovette,False
Magrady,Frederick,William,,,,1863-11-24,M,rep,PA,17,,Republican,,,,,,,,,,M000055,,,,,,407083,,,,5915,Frederick William Magrady,False
Major,Samuel,Collier,,,,1869-07-02,M,rep,MO,-1,,Democrat,,,,,,,,,,M000074,,,,,,407102,,,,5933,Samuel C. Major,False
Manlove,Joe,Jonathan,,,,1876-10-01,M,rep,MO,15,,Republican,,,,,,,,,,M000098,,,,,,407122,,,,5954,Joe J. Manlove,False
McClintock,Charles,Blaine,,,,1886-05-25,M,rep,OH,16,,Republican,,,,,,,,,,M000339,,,,,,407348,,,,6159,Charles B. McClintock,False
McLaughlin,James,Campbell,,,,1858-01-26,M,rep,MI,9,,Republican,,,,,,,,,,M000539,,,,,,407531,,,,6327,James C. McLaughlin,False
Metcalf,Jesse,Houghton,,,,1860-11-16,M,sen,RI,,2,Republican,,,,,,,,,,M000670,,,,,,407655,,,,6441,Jesse H. Metcalf,False
Mobley,William,Carlton,,,,1906-12-07,M,rep,GA,6,,Democrat,,,,,,,,,,M000835,,,,,,407809,,,,6578,Carlton Mobley,False
Mooney,Charles,Anthony,,,,1879-01-05,M,rep,OH,20,,Democrat,,,,,,,,,,M000887,,,,,,407859,,,,6621,Charles A. Mooney,False
Moore,Charles,Ellis,,,,1884-01-03,M,rep,OH,15,,Republican,,,,,,,,,,M000894,,,,,,407866,,,,6628,C. Ellis Moore,False
Moore,John,William,,,,1877-06-09,M,rep,KY,3,,Democrat,,,,,,,,,,M000905,,,,,,407877,,,,6639,John William Moore,False
Mouser,Grant,Earl,Jr.,,,1895-02-20,M,rep,OH,8,,Republican,,,,,,,,,,M001049,,,,,,408016,,,,6769,Grant E. Mouser Jr.,False
Murphy,Benjamin,Franklin,,,,1867-12-24,M,rep,OH,18,,Republican,,,,,,,,,,M001089,,,,,,408053,,,,6805,B. Frank Murphy,False
Nelson,John,Edward,,,,1874-07-12,M,rep,ME,3,,Republican,,,,,,,,,,N000038,,,,,,408128,,,,6868,John E. Nelson (Maine),False
Nelson,John,Mandt,,,,1870-10-10,M,rep,WI,3,,Republican,,,,,,,,,,N000039,,,,,,408129,,,,6869,John M. Nelson,False
Niedringhaus,Henry,Frederick,,,,1864-12-15,M,rep,MO,10,,Republican,,,,,,,,,,N000105,,,,,,408189,,,,6929,Henry F. Niedringhaus,False
Nolan,William,Ignatius,,,,1874-05-14,M,rep,MN,5,,Republican,,,,,,,,,,N000128,,,,,,408212,,,,6950,William I. Nolan,False
Norton,John,Nathaniel,,,,1878-05-12,M,rep,NE,4,,Democrat,,,,,,,,,,N000152,,,,,,408234,,,,6971,John N. Norton,False
Owen,Ruth,Bryan,,,,1885-10-02,F,rep,FL,4,,Democrat,,,,,,,,,,O000154,,,,,,408405,,,,7134,Ruth Bryan Owen,False
Partridge,Donald,Barrows,,,,1891-06-07,M,rep,ME,2,,Republican,,,,,,,,,,P000090,,,,,,408500,,,,7222,Donald B. Partridge,False
Patterson,LaFayette,Lee,,,,1888-08-23,M,rep,AL,5,,Democrat,,,,,,,,,,P000125,,,,,,408533,,,,7250,LaFayette L. Patterson,False
Person,Seymour,Howe,,,,1879-02-02,M,rep,MI,6,,Republican,,,,,,,,,,P000247,,,,,,408650,,,,7360,Seymour H. Person,False
Pesquera,José,Lorenzo,,,,1882-08-10,M,rep,PR,0,,Nonpartisan,,,,,,,,,,P000249,,,,,,408652,,,,,José Lorenzo Pesquera,False
Pratt,Harcourt,Joseph,,,,1866-10-23,M,rep,NY,27,,Republican,,,,,,,,,,P000499,,,,,,408884,,,,7589,Harcourt J. Pratt,False
Pratt,Ruth,Sears Baker,,,,1877-08-24,F,rep,NY,17,,Republican,,,,,,,,,,P000505,,,,,,408890,,,,7595,Ruth Baker Pratt,False
Purnell,Fred,Sampson,,,,1882-10-25,M,rep,IN,9,,Republican,,,,,,,,,,P000573,,,,,,408956,,,,7655,Fred S. Purnell,False
Quin,Percy,Edwards,,,,1872-10-30,M,rep,MS,7,,Democrat,,,,,,,,,,Q000014,,,,,,408977,,,,7674,Percy Quin,False
Ramseyer,Christian,William,,,,1875-03-13,M,rep,IA,6,,Republican,,,,,,,,,,R000031,,,,,,409013,,,,7708,Christian William Ramseyer,False
Robinson,Joseph,Taylor,,,,1872-08-26,M,sen,AR,,2,Democrat,,,,,,,,,,R000347,,,,,,409318,,,,7986,Joseph Taylor Robinson,False
Robinson,Thomas,John Bright,,,,1868-08-12,M,rep,IA,3,,Republican,,,,,,,,,,R000352,,,,,,409323,,,,7992,Thomas J. B. Robinson,False
Rutherford,Samuel,,,,,1870-03-15,M,rep,GA,6,,Democrat,,,,,,,,,,R000549,,,,,,409505,,,,8149,Samuel Rutherford (Georgia politician),False
Sanders,Archie,Dovell,,,,1857-06-17,M,rep,NY,39,,Republican,,,,,,,,,,S000032,,,,,,409550,,,,8195,Archie D. Sanders,False
Schall,Thomas,David,,,,1878-06-04,M,sen,MN,,2,Republican,,,,,,,,,,S000113,,,,,,409621,,,,8254,Thomas D. Schall,False
Seiberling,Francis,,,,,1870-09-20,M,rep,OH,14,,Republican,,,,,,,,,,S000229,,,,,,409734,,,,8351,Francis Seiberling,False
Selvig,Conrad,George,,,,1877-10-11,M,rep,MN,9,,Republican,,,,,,,,,,S000236,,,,,,409740,,,,8357,Conrad Selvig,False
Shreve,Milton,William,,,,1858-05-03,M,rep,PA,29,,Republican,,,,,,,,,,S000387,,,,,,409881,,,,8493,Milton William Shreve,False
Simmons,Robert,Glenmore,,,,1891-12-25,M,rep,NE,6,,Republican,,,,,,,,,,S000419,,,,,,409913,,,,8518,Robert G. Simmons,False
Smith,Addison,Taylor,,,,1862-09-05,M,rep,ID,2,,Republican,,,,,,,,,,S000511,,,,,,409996,,,,8598,Addison T. Smith,False
Snow,Donald,Francis,,,,1877-09-06,M,rep,ME,4,,Republican,,,,,,,,,,S000659,,,,,,410133,,,,8728,Donald F. Snow,False
Sparks,Charles,Isaac,,,,1872-12-20,M,rep,KS,6,,Republican,,,,,,,,,,S000703,,,,,,410174,,,,8766,Charles I. Sparks,False
Stafford,William,Henry,,,,1869-10-12,M,rep,WI,5,,Republican,,,,,,,,,,S000777,,,,,,410243,,,,8823,William H. Stafford,False
Stevenson,William,Francis,,,,1861-11-23,M,rep,SC,5,,Democrat,,,,,,,,,,S000895,,,,,,410356,,,,8923,William Francis Stevenson,False
Stewart,Percy,Hamilton,,,,1867-01-10,M,rep,NJ,5,,Democrat,,,,,,,,,,S000919,,,,,,410379,,,,8945,Percy Hamilton Stewart,False
Strong,James,George,,,,1870-04-23,M,rep,KS,5,,Republican,,,,,,,,,,S001011,,,,,,410468,,,,9030,James G. Strong,False
Stull,Howard,William,,,,1876-04-11,M,rep,PA,20,,Republican,,,,,,,,,,S001042,,,,,,410498,,,,9059,Howard William Stull,False
Sullivan,Patrick,Joseph,,,,1877-10-12,M,rep,PA,34,,Republican,,,,,,,,,,S001059,,,,,,410513,,,,9075,Patrick J. Sullivan (Pennsylvania),False
Summers,John,William,,,,1870-04-29,M,rep,WA,4,,Republican,,,,,,,,,,S001067,,,,,,410521,,,,9082,John W. Summers,False
Swanson,Charles,Edward,,,,1879-01-03,M,rep,IA,9,,Republican,,,,,,,,,,S001093,,,,,,410546,,,,9105,Charles Edward Swanson,False
Swing,Philip,David,,,,1884-11-30,M,rep,CA,11,,Republican,,,,,,,,,,S001123,,,,,,410575,,,,9130,Phil Swing,False
Temple,Henry,Wilson,,,,1864-03-31,M,rep,PA,25,,Republican,,,,,,,,,,T000119,,,,,,410701,,,,9249,Henry Wilson Temple,False
Thatcher,Maurice,Hudson,,,,1870-08-15,M,rep,KY,5,,Republican,,,,,,,,,,T000142,,,,,,410724,,,,9270,Maurice Thatcher,False
Tierney,William,Laurence,,,,1876-08-06,M,rep,CT,4,,Democrat,,,,,,,,,,T000267,,,,,,410840,,,,9379,William L. Tierney,False
Tilson,John,Quillin,,,,1866-04-05,M,rep,CT,3,,Republican,,,,,,,,,,T000279,,,,,,410852,,,,9391,John Q. Tilson,False
Timberlake,Charles,Bateman,,,,1854-09-25,M,rep,CO,2,,Republican,,,,,,,,,,T000281,,,,,,410854,,,,9393,Charles B. Timberlake,False
Tucker,Henry,St. George,,,,1853-04-05,M,rep,VA,10,,Democrat,,,,,,,,,,T000399,,,,,,410968,,,,9498,Henry St. George Tucker III,False
Underhill,Charles,Lee,,,,1867-07-20,M,rep,MA,9,,Republican,,,,,,,,,,U000006,,,,,,411030,,,,9553,Charles L. Underhill,False
Vestal,Albert,Henry,,,,1875-01-18,M,rep,IN,8,,Republican,,,,,,,,,,V000092,,,,,,411147,,,,9666,Albert Henry Vestal,False
Vincent,Bird,J.,,,,1880-03-06,M,rep,MI,-1,,Republican,,,,,,,,,,V000101,,,,,,411156,,,,9673,Bird J. Vincent,False
Walsh,Thomas,James,,,,1859-06-12,M,sen,MT,,2,Democrat,,,,,,,,,,W000104,,,,,,411282,,,,9788,Thomas J. Walsh,False
Wason,Edward,Hills,,,,1865-09-02,M,rep,NH,2,,Republican,,,,,,,,,,W000185,,,,,,411358,,,,9861,Edward Hills Wason,False
Weeks,John,Eliakim,,,,1853-06-14,M,rep,VT,1,,Republican,,,,,,,,,,W000244,,,,,,411412,,,,9909,John E. Weeks,False
Welsh,George,Austin,,,,1878-08-09,M,rep,PA,6,,Republican,,,,,,,,,,W000289,,,,,,411453,,,,9948,George Austin Welsh,False
White,Wilbur,McKee,,,,1890-02-22,M,rep,OH,9,,Republican,,,,,,,,,,W000397,,,,,,411557,,,,10048,Wilbur M. White,False
Wickersham,James,,,,,1857-08-24,M,rep,AK,0,,Republican,,,,,,,,,,W000438,,,,,,411596,,,,,James Wickersham,False
Williams,Guinn,,,,,1871-04-22,M,rep,TX,13,,Democrat,,,,,,,,,,W000501,,,,,,411658,,,,10146,Guinn Williams,False
Williamson,William,,,,,1875-10-07,M,rep,SD,3,,Republican,,,,,,,,,,W000553,,,,,,411709,,,,10195,William Williamson (politician),False
Wingo,Effiegene,Locke,,,,1883-04-13,F,rep,AR,4,,Democrat,,,,,,,,,,W000634,,,,,,411788,,,,10273,Effiegene Locke Wingo,False
Wood,William,Robert,,,,1861-01-05,M,rep,IN,10,,Republican,,,,,,,,,,W000706,,,,,,411858,,,,10336,William R. Wood (Indiana),False
Wright,William,Carter,,,,1866-01-06,M,rep,GA,4,,Democrat,,,,,,,,,,W000773,,,,,,411922,,,,10401,William C. Wright,False
Wurzbach,Harry,McLeary,,,,1874-05-19,M,rep,TX,14,,Republican,,,,,,,,,,W000775,,,,,,411924,,,,10403,Harry M. Wurzbach,False
Wyant,Adam,Martin,,,,1869-09-15,M,rep,PA,31,,Republican,,,,,,,,,,W000776,,,,,,411925,,,,10404,Adam Martin Wyant,False
Yates,Richard,,,,,1860-12-12,M,rep,IL,-1,,Republican,,,,,,,,,,Y000011,,,,,,411946,,,,10420,Richard Yates Jr.,False
Yon,Thomas,Alva,,,,1882-03-14,M,rep,FL,3,,Democrat,,,,,,,,,,Y000021,,,,,,411955,,,,10428,Tom A. Yon,False
Cohen,John,Sanford,,,,1870-02-26,M,sen,GA,,2,Democrat,,,,,,,,,,C000597,,,,,,402726,,,,1912,John S. Cohen,False
Grammer,Elijah,Sherman,,,,1868-04-03,M,sen,WA,,3,Republican,,,,,,,,,,G000366,,,,,,404719,,,,3742,Elijah S. Grammer,False
Long,Huey,Pierce,,,,1893-08-30,M,sen,LA,,2,Democrat,,,,,,,,,,L000418,,,,,,406909,,,,5758,Huey Long,False
Schuyler,Karl,Cortlandt,,,,1877-04-03,M,sen,CO,,3,Republican,,,,,,,,,,S000152,,,,,,409659,,,,8280,Karl C. Schuyler,False
Walker,Walter,,,,,1883-04-03,M,sen,CO,,3,Democrat,,,,,,,,,,W000069,,,,,,411248,,,,9755,Walter Walker (politician),False
Abernethy,Charles,Laban,,,,1872-03-18,M,rep,NC,3,,Democrat,,,,,,,,,,A000015,,,,,,400677,,,,12,Charles Laban Abernethy,False
Adams,Wilbur,Louis,,,,1884-10-23,M,rep,DE,0,,Democrat,,,,,,,,,,A000050,,,,,,400711,,,,43,Wilbur L. Adams,False
Allgood,Miles,Clayton,,,,1878-02-22,M,rep,AL,5,,Democrat,,,,,,,,,,A000156,,,,,,400811,,,,137,Miles C. Allgood,False
Almon,Edward,Berton,,,,1860-04-18,M,rep,AL,8,,Democrat,,,,,,,,,,A000162,,,,,,400817,,,,143,Edward B. Almon,False
Arens,Henry,Martin,,,,1873-11-21,M,rep,MN,0,,Farmer-Labor,,,,,,,,,,A000276,,,,,,400916,,,,227,Henry M. Arens,False
Auf Der Heide,Oscar,Louis,,,,1874-12-08,M,rep,NJ,14,,Democrat,,,,,,,,,,A000338,,,,,,400988,,,,292,Oscar L. Auf der Heide,False
Ayres,William,Augustus,,,,1867-04-19,M,rep,KS,5,,Democrat,,,,,,,,,,A000354,,,,,,401005,,,,309,William Augustus Ayres,False
Bachman,Nathan,Lynn,,,,1878-08-02,M,sen,TN,,2,Democrat,,,,,,,,,,B000010,,,,,,401016,,,,319,Nathan L. Bachman,False
Bailey,Joseph,Weldon,Jr.,,,1892-12-15,M,rep,TX,0,,Democrat,,,,,,,,,,B000045,,,,,,401050,,,,348,Joseph Weldon Bailey Jr.,False
Bakewell,Charles,Montague,,,,1867-04-24,M,rep,CT,0,,Republican,,,,,,,,,,B000079,,,,,,401082,,,,376,Charles Montague Bakewell,False
Beck,James,Montgomery,,,,1861-07-09,M,rep,PA,2,,Republican,,,,,,,,,,B000290,,,,,,401283,,,,561,James M. Beck,False
Beedy,Carroll,Lynwood,,,,1880-08-03,M,rep,ME,1,,Republican,,,,,,,,,,B000307,,,,,,401300,,,,577,Carroll L. Beedy,False
Black,Hugo,Lafayette,,,,1886-02-27,M,sen,AL,,3,Democrat,,,,,,,,,,B000499,,,,,,401479,,,,743,Hugo Black,False
Black,Loring,Milton,Jr.,,,1886-05-17,M,rep,NY,5,,Democrat,,,,,,,,,,B000505,,,,,,401484,,,,749,Loring M. Black Jr.,False
Blanchard,George,Washington,,,,1884-01-26,M,rep,WI,1,,Republican,,,,,,,,,,B000537,,,,,,401512,,,,778,George Washington Blanchard,False
Bowman,Frank,Llewellyn,,,,1879-01-21,M,rep,WV,-1,,Republican,,,,,,,,,,B000704,,,,,,401666,,,,918,Frank Llewellyn Bowman,False
Brand,Charles,Hillyer,,,,1861-04-20,M,rep,GA,10,,Democrat,,,,,,,,,,B000767,,,,,,401726,,,,976,Charles Hillyer Brand,False
Briggs,Clay,Stone,,,,1876-01-08,M,rep,TX,7,,Democrat,,,,,,,,,,B000826,,,,,,401783,,,,1029,Clay Stone Briggs,False
Britten,Frederick,Albert,,,,1871-11-18,M,rep,IL,9,,Republican,,,,,,,,,,B000847,,,,,,401804,,,,1048,Frederick A. Britten,False
Brown,Fred,Herbert,,,,1879-04-12,M,sen,NH,,3,Democrat,,,,,,,,,,B000916,,,,,,401872,,,,1109,Fred H. Brown,False
Brown,John,Young,,,,1900-02-01,M,rep,KY,0,,Democrat,,,,,,,,,,B000934,,,,,,401888,,,,1124,John Y. Brown Sr.,False
Browning,Gordon,Weaver,,,,1889-11-22,M,rep,TN,7,,Democrat,,,,,,,,,,B000959,,,,,,401911,,,,1147,Gordon Browning,False
Brumm,George,Franklin,,,,1880-01-24,M,rep,PA,13,,Republican,,,,,,,,,,B000978,,,,,,401930,,,,1163,George F. Brumm,False
Bulkley,Robert,Johns,,,,1880-10-08,M,sen,OH,,3,Democrat,,,,,,,,,,B001045,,,,,,401995,,,,1224,Robert J. Bulkley,False
Burke,John,Harley,,,,1894-06-02,M,rep,CA,18,,Democrat,,,,,,,,,,B001094,,,,,,402040,,,,1267,John H. Burke,False
Busby,Thomas,Jefferson,,,,1884-07-26,M,rep,MS,4,,Democrat,,,,,,,,,,B001163,,,,,,402105,,,,1326,T. Jeff Busby,False
Cady,Claude,Ernest,,,,1878-05-28,M,rep,MI,6,,Democrat,,,,,,,,,,C000013,,,,,,402175,,,,1388,Claude E. Cady,False
Carley,Patrick,J.,,,,1866-02-02,M,rep,NY,8,,Democrat,,,,,,,,,,C000149,,,,,,402298,,,,1506,Patrick J. Carley,False
